id,name,docks,in_service,latitude,longitude,coordinate
320,Loomis St & Lexington St,19,yes,41.872187,-87.661501,"41.872187,-87.661501"
321,Wabash Ave & 9th St,19,yes,41.870769,-87.625734,"41.870769,-87.625734"
322,Kimbark Ave & 53rd St,19,yes,41.799568,-87.594747,"41.799568,-87.594747"
323,Sheridan Rd & Lawrence Ave,19,yes,41.969517,-87.654691,"41.969517,-87.654691"
324,Stockton Dr & Wrightwood Ave,15,yes,41.93132,-87.638742,"41.93132,-87.638742"
325,Clark St & Winnemac Ave,19,yes,41.97334764,-87.667855471,"41.973347640473044,-87.6678554713726"
326,Clark St & Leland Ave,19,yes,41.967096,-87.667429,"41.967096,-87.667429"
327,Sheffield Ave & Webster Ave,19,yes,41.92154,-87.653818,"41.92154,-87.653818"
328,Ellis Ave & 58th St,19,yes,41.788746,-87.601334,"41.788746,-87.601334"
329,DuSable Lake Shore Dr & Diversey Pkwy,23,yes,41.932588,-87.636427,"41.932588,-87.636427"
330,Lincoln Ave & Addison St,19,yes,41.946176,-87.673308,"41.946176,-87.673308"
331,Halsted St & Clybourn Ave,27,yes,41.909668,-87.648128,"41.909668,-87.648128"
332,Burling St & Diversey Pkwy,19,yes,41.93314,-87.64776,"41.93314,-87.64776"
333,Ashland Ave & Blackhawk St,15,yes,41.907066,-87.667252,"41.907066,-87.667252"
334,DuSable Lake Shore Dr & Belmont Ave,19,yes,41.940775,-87.639192,"41.940775,-87.639192"
335,Calumet Ave & 35th St,15,yes,41.831379,-87.618034,"41.831379,-87.618034"
336,Cottage Grove Ave & 47th St,15,yes,41.809855,-87.606755,"41.809855,-87.606755"
337,Clark St & Chicago Ave,19,yes,41.89675,-87.63089,"41.89675,-87.63089"
338,Calumet Ave & 18th St,15,yes,41.857611,-87.619407,"41.857611,-87.619407"
339,Emerald Ave & 31st St,11,yes,41.838198,-87.645143,"41.838198,-87.645143"
340,Clark St & Wrightwood Ave,15,yes,41.929546,-87.643118,"41.929546,-87.643118"
341,Adler Planetarium,39,yes,41.866095,-87.607267,"41.866095,-87.607267"
342,Wolcott Ave & Polk St,23,yes,41.871262,-87.673688,"41.871262,-87.673688"
343,Racine Ave & Wrightwood Ave,15,yes,41.928887,-87.658971,"41.928887,-87.658971"
344,Ravenswood Ave & Lawrence Ave,47,yes,41.96909,-87.674237,"41.96909,-87.674237"
345,Lake Park Ave & 56th St,19,yes,41.793242,-87.587782,"41.793242,-87.587782"
346,Ada St & Washington Blvd,15,yes,41.88283,-87.661206,"41.88283,-87.661206"
347,Ashland Ave & Grace St,15,yes,41.950687,-87.6687,"41.950687,-87.6687"
348,California Ave & 21st St,15,yes,41.853804066,-87.695742399,"41.8538040657915,-87.69574239850043"
349,Halsted St & Wrightwood Ave,15,yes,41.929143,-87.649077,"41.929143,-87.649077"
350,Ashland Ave & Chicago Ave,15,yes,41.895172713,-87.667547017,"41.8951727127816,-87.66754701733589"
351,Cottage Grove Ave & 51st St,15,yes,41.803038,-87.606615,"41.803038,-87.606615"
352,Jeffery Blvd & 67th St,11,yes,41.773517551,-87.577142826,"41.77351755125,-87.5771428255"
353,Clark St & Touhy Ave,15,yes,42.012560115,-87.674367115,"42.01256011541,-87.6743671152"
354,Sheridan Rd & Greenleaf Ave,15,yes,42.010586563,-87.662412095,"42.01058656284,-87.6624120948"
355,South Shore Dr & 67th St,15,yes,41.773643,-87.567514,"41.773643,-87.567514"
356,Stony Island Ave & 71st St,11,yes,41.766492937,-87.586460878,"41.7664929373,-87.5864608775"
359,Larrabee St & Division St,23,yes,41.90348607,-87.643353494,"41.90348607004,-87.6433534936"
364,Larrabee St & Oak St,19,yes,41.900219493,-87.642985468,"41.90021949323,-87.6429854676"
365,Halsted St & North Branch St,15,yes,41.899390285,-87.648544908,"41.89939028549696,-87.64854490756989"
366,Loomis St & Archer Ave,11,yes,41.84163254,-87.657434953,"41.84163253965,-87.6574349533"
367,Racine Ave & 35th St,15,yes,41.830688565,-87.656210661,"41.83068856472101,-87.65621066093445"
368,Ashland Ave & Archer Ave,15,yes,41.839208684,-87.665609859,"41.83920868403,-87.6656098589"
369,Wood St & 35th St,11,yes,41.830104654,-87.670298309,"41.83010465416,-87.6702983089"
370,Calumet Ave & 21st St,15,yes,41.854184249,-87.619153741,"41.85418424947,-87.6191537415"
373,Kedzie Ave & Chicago Ave,11,yes,41.895465303,-87.706127884,"41.89546530305,-87.7061278837"
374,Western Ave & Walton St,23,yes,41.898417689,-87.686596016,"41.89841768945,-87.6865960164"
375,Sacramento Blvd & Franklin Blvd,11,yes,41.890468792,-87.702607512,"41.89046879243862,-87.70260751247406"
376,Artesian Ave & Hubbard St,35,yes,41.88949182,-87.688219365,"41.88949181977,-87.6882193648"
377,Kedzie Ave & Lake St,15,yes,41.884603285,-87.706303744,"41.88460328501,-87.7063037436"
378,California Ave & Lake St,11,yes,41.884453957,-87.696298137,"41.88445395657,-87.6962981368"
381,Western Ave & Monroe St,15,yes,41.879787709,-87.686112808,"41.8797877089,-87.686112808"
382,Western Ave & Congress Pkwy,19,yes,41.874748851,-87.686445276,"41.87474885079,-87.6864452757"
383,Paulina St & Flournoy St,31,yes,41.87295,-87.66913,"41.87295,-87.66913"
384,Halsted St & 51st St,11,yes,41.80183164,-87.645213904,"41.80183164049,-87.645213904"
385,Princeton Ave & Garfield Blvd,11,yes,41.794982,-87.633124,"41.794982,-87.633124"
386,Halsted St & 56th St,11,yes,41.792929646,-87.644990057,"41.79292964599,-87.6449900565"
388,Halsted & 63rd - Kennedy-King Vaccination Site,11,yes,41.779381142,-87.644620815,"41.77938114228,-87.6446208145"
390,Wentworth Ave & 63rd St,11,yes,41.780079633,-87.629746305,"41.78007963264,-87.6297463052"
391,Halsted St & 69th St,11,yes,41.76906172,-87.644613578,"41.76906172032,-87.6446135779"
392,Perry Ave & 69th St,11,yes,41.76929309,-87.628195929,"41.76929308995,-87.6281959291"
393,Calumet Ave & 71st St,11,yes,41.765508006,-87.616917925,"41.76550800581,-87.616917925"
394,Clark St & 9th St AMLI,15,yes,41.870816,-87.631246,"41.870816,-87.631246"
395,Jeffery Blvd & 76th St,11,yes,41.757120068,-87.575839359,"41.75712006802,-87.5758393587"
396,Yates Blvd & 75th St,11,yes,41.758768,-87.56644,"41.758768,-87.56644"
398,Rainbow Beach,15,yes,41.757871448,-87.54938625,"41.75787144829,-87.54938625"
399,South Shore Dr & 74th St,11,yes,41.76218896,-87.55927465,"41.76218896038,-87.55927465"
400,Cottage Grove Ave & 71st St,11,yes,41.765719037,-87.604959713,"41.76571903697,-87.604959713"
401,Shields Ave & 28th Pl,11,yes,41.842733,-87.635491,"41.842733,-87.635491"
402,Shields Ave & 31st St,15,yes,41.838464,-87.635406,"41.838464,-87.635406"
403,Wentworth Ave & 33rd St,15,yes,41.834529886,-87.631822981,"41.83452988563,-87.6318229814"
405,Wentworth Ave & 35th St,15,yes,41.830777,-87.632504,"41.830777,-87.632504"
406,Lake Park Ave & 35th St,19,yes,41.831274235,-87.608799195,"41.83127423549,-87.6087991946"
407,State St & Pershing Rd,11,yes,41.823015238,-87.626568018,"41.82301523798,-87.6265680185"
408,Union Ave & Root St,11,yes,41.819102,-87.643278,"41.819102,-87.643278"
409,Shields Ave & 43rd St,11,yes,41.816207679,-87.63481935,"41.81620767856,-87.6348193497"
410,Prairie Ave & 43rd St,15,yes,41.816658893,-87.619412462,"41.81665889302,-87.6194124619"
411,Halsted St & 47th Pl,11,yes,41.808133915,-87.645616554,"41.80813391481,-87.6456165545"
412,Princeton Ave & 47th St,11,yes,41.809317709,-87.633449288,"41.80931770924,-87.633449288"
413,Woodlawn Ave & Lake Park Ave,15,yes,41.81409271,-87.597005148,"41.81409271048,-87.5970051479"
414,Canal St & Taylor St,15,yes,41.870257,-87.639474,"41.870257,-87.639474"
415,Calumet Ave & 51st St,11,yes,41.802294651,-87.61805358,"41.80229465088,-87.6180535802"
416,Dorchester Ave & 49th St,15,yes,41.805772,-87.592464,"41.805772,-87.592464"
417,Cornell Ave & Hyde Park Blvd,19,yes,41.802406,-87.586924,"41.802406,-87.586924"
418,Ellis Ave & 53rd St,11,yes,41.799336263,-87.600958115,"41.79933626261,-87.6009581145"
419,Lake Park Ave & 53rd St,15,yes,41.799494294,-87.586449896,"41.79949429373,-87.5864498959"
420,Ellis Ave & 55th St,19,yes,41.794300621,-87.601449773,"41.79430062054,-87.6014497734"
421,MLK Jr Dr & 56th St,11,yes,41.793429457,-87.615853262,"41.79342945658,-87.6158532619"
422,DuSable Museum,11,yes,41.791568011,-87.607852177,"41.79156801058,-87.6078521774"
423,University Ave & 57th St,31,yes,41.791478,-87.599861,"41.791478,-87.599861"
424,Museum of Science and Industry,27,yes,41.79172821,-87.583945009,"41.79172820953,-87.583945009"
425,Harper Ave & 59th St,15,yes,41.787942813,-87.58831517,"41.78794281287,-87.5883151702"
426,Ellis Ave & 60th St,19,yes,41.785097146,-87.601072761,"41.78509714636,-87.6010727606"
427,Cottage Grove Ave & 63rd St,15,yes,41.780600945,-87.605836093,"41.78060094521422,-87.60583609342575"
428,Dorchester Ave & 63rd St,11,yes,41.780405646,-87.591415989,"41.7804056457,-87.5914159893"
429,Cottage Grove Ave & 67th St,11,yes,41.773720952,-87.60563486,"41.77372095205,-87.60563486"
430,MLK Jr Dr & 63rd St,11,yes,41.780080637,-87.615942857,"41.78008063659,-87.6159428567"
431,Eberhart Ave & 61st St,11,yes,41.784071073,-87.614483535,"41.784071072761,-87.61448353528975"
432,Clark St & Lunt Ave,19,yes,42.009011181,-87.674111724,"42.009011180580764,-87.67411172389984"
433,Kedzie Ave & Harrison St,11,yes,41.873599675,-87.704870749,"41.87359967462,-87.7048707493"
434,Ogden Ave & Roosevelt Rd,19,yes,41.866501483,-87.68469707,"41.86650148316,-87.68469707"
435,Kedzie Ave & Roosevelt Rd,11,yes,41.866492782,-87.706496176,"41.86649278172,-87.7064961757"
436,Fairfield Ave & Roosevelt Rd,10,yes,41.866624,-87.694521,"41.866624,-87.694521"
437,Washtenaw Ave & Ogden Ave,15,yes,41.861930493,-87.693450451,"41.86193049278259,-87.69345045089722"
438,Central Park Ave & Ogden Ave,15,yes,41.854063504,-87.715117335,"41.854063503874464,-87.71511733531952"
439,Kedzie Ave & 21st St,11,yes,41.853533632,-87.705073032,"41.85353363213,-87.7050730318"
440,Central Park Ave & 24th St,11,yes,41.8481,-87.715068,"41.8481,-87.715068"
441,Kedzie Ave & 24th St,11,yes,41.848190945,-87.705413746,"41.84819094491,-87.7054137458"
442,California Ave & 23rd Pl,11,yes,41.849109692,-87.695139807,"41.84910969176,-87.6951398068"
443,Millard Ave & 26th St,7,yes,41.844531125,-87.715921998,"41.84453112462163,-87.71592199802399"
444,Albany Ave & 26th St,11,yes,41.844475014,-87.702013013,"41.84447501366,-87.7020130128"
445,California Ave & 26th St,11,yes,41.843679915,-87.694968581,"41.8436799145765,-87.69496858119965"
446,Western & 28th - Velasquez Institute Vaccination Site,11,yes,41.841517708,-87.685131441,"41.84151770807,-87.6851314409"
447,Glenwood Ave & Morse Ave,15,yes,42.007971923,-87.665502394,"42.00797192287,-87.6655023944"
448,Warren Park East,11,yes,42.004549622,-87.680666145,"42.00454962194,-87.6806661451"
449,Clark St & Columbia Ave,15,yes,42.004450629,-87.672402405,"42.00445062934,-87.6724024047"
450,Warren Park West,11,yes,42.001785,-87.688829,"42.001785,-87.688829"
451,Sheridan Rd & Loyola Ave,23,yes,42.00104378,-87.661198243,"42.00104377979,-87.6611982433"
452,Western Ave & Granville Ave,11,yes,41.994161369,-87.689438282,"41.99416136902,-87.689438282"
453,Clark St & Schreiber Ave,15,yes,41.999251822,-87.671377339,"41.99925182186,-87.6713773393"
454,Broadway & Granville Ave,23,yes,41.994779688,-87.660284535,"41.9947796884,-87.6602845349"
455,Maplewood Ave & Peterson Ave,11,yes,41.990236029,-87.69336964,"41.99023602867,-87.6933696402"
456,2112 W Peterson Ave,11,yes,41.991178,-87.683593,"41.991178,-87.683593"
457,Clark St & Elmdale Ave,15,yes,41.990860448,-87.66972363,"41.990860448125574,-87.66972362995148"
458,Broadway & Thorndale Ave,19,yes,41.989742511,-87.660140621,"41.98974251144,-87.6601406209"
460,Clark St & Bryn Mawr Ave,15,yes,41.983593,-87.669154,"41.983593,-87.669154"
461,Broadway & Ridge Ave,15,yes,41.984044611,-87.660273829,"41.9840446107,-87.6602738295"
462,Winchester Ravenswood Ave & Balmoral Ave,15,yes,41.979762,-87.67753,"41.979762,-87.67753"
463,Clark St & Berwyn Ave,19,yes,41.978030622,-87.668564916,"41.978030622486564,-87.66856491565704"
464,Damen Ave & Foster Ave,15,yes,41.975614805,-87.679459039,"41.97561480459,-87.6794590387"
465,Marine Dr & Ainslie St,23,yes,41.9716,-87.650154,"41.9716,-87.650154"
466,Ridge Blvd & Touhy Ave,11,yes,42.012132277,-87.682912644,"42.01213227742,-87.6829126443"
467,Western Ave & Lunt Ave,15,yes,42.008594397,-87.690492239,"42.0085943972,-87.6904922389"
468,Budlong Woods Library,11,yes,41.983664709,-87.696422561,"41.98366470886,-87.6964225611"
469,St. Louis Ave & Balmoral Ave,15,yes,41.980394235,-87.716114961,"41.98039423475,-87.7161149615"
470,Kedzie Ave & Foster Ave,11,yes,41.975672,-87.709261,"41.975672,-87.709261"
471,Francisco Ave & Foster Ave,15,yes,41.975632725,-87.701419439,"41.97563272521,-87.7014194389"
472,Lincoln Ave & Winona St,15,yes,41.974911297,-87.692502559,"41.97491129677,-87.6925025594"
474,Christiana Ave & Lawrence Ave,15,yes,41.968354494,-87.711830667,"41.96835449363,-87.7118306675"
475,Washtenaw Ave & Lawrence Ave,15,yes,41.968987,-87.696027,"41.968987,-87.696027"
476,Kedzie Ave & Leland Ave,15,yes,41.966686362,-87.708051981,"41.96668636205,-87.7080519806"
477,Manor Ave & Leland Ave,11,yes,41.965875,-87.700825,"41.965875,-87.700825"
478,Rockwell St & Eastwood Ave,15,yes,41.96590014,-87.693638494,"41.96590013976,-87.6936384935"
479,Drake Ave & Montrose Ave,15,yes,41.961154076,-87.716569073,"41.96115407569,-87.7165690733"
480,Albany Ave & Montrose Ave,11,yes,41.961041,-87.705866,"41.961041,-87.705866"
481,California Ave & Montrose Ave,15,yes,41.961068,-87.695439,"41.961068,-87.695439"
482,Campbell Ave & Montrose Ave,15,yes,41.961525933,-87.691165041,"41.96152593287,-87.6911650414"
483,Avondale Ave & Irving Park Rd,19,yes,41.953393,-87.732002,"41.953393,-87.732002"
484,Monticello Ave & Irving Park Rd,15,yes,41.954004839,-87.71912818,"41.95400483876,-87.7191281797"
485,Sawyer Ave & Irving Park Rd,15,yes,41.953586179,-87.7093108,"41.95358617895,-87.7093107999"
486,Oakley Ave & Irving Park Rd,15,yes,41.954340852,-87.686079624,"41.95434085219,-87.6860796243"
487,California Ave & Byron St,19,yes,41.952162193,-87.698051113,"41.95216219326,-87.698051113"
488,Pulaski Rd & Eddy St Temp,11,yes,41.946264,-87.731023,"41.946264,-87.731023"
489,Drake Ave & Addison St,15,yes,41.947326,-87.717582,"41.947326,-87.717582"
490,Troy St & Elston Ave,15,yes,41.945243568,-87.706649901,"41.94524356848,-87.7066499009"
491,Talman Ave & Addison St,15,yes,41.946635831,-87.694614758,"41.9466358306,-87.694614758"
492,Leavitt St & Addison St,15,yes,41.946655,-87.683359,"41.946655,-87.683359"
493,Western Ave & Roscoe St,11,yes,41.943034,-87.687288,"41.943034,-87.687288"
494,Kedzie Ave & Bryn Mawr Ave,15,yes,41.982229759,-87.708886564,"41.98222975911517,-87.70888656377792"
495,Keystone Ave & Montrose Ave,11,yes,41.961108016,-87.728970101,"41.96110801623,-87.7289701012"
496,Avers Ave & Belmont Ave,11,yes,41.939408,-87.723574,"41.939408,-87.723574"
497,Kimball Ave & Belmont Ave,15,yes,41.939398,-87.711561,"41.939398,-87.711561"
498,California Ave & Fletcher St,19,yes,41.938428791,-87.698007756,"41.93842879148,-87.698007756"
499,Kosciuszko Park,15,yes,41.930585371,-87.723777364,"41.93058537138,-87.7237773635"
500,Central Park Ave & Elbridge Ave,15,yes,41.935337283,-87.716889294,"41.93533728263,-87.7168892935"
501,Richmond St & Diversey Ave,15,yes,41.931901969,-87.70119513,"41.93190196886,-87.7011951301"
502,California Ave & Altgeld St,15,yes,41.92669,-87.697668,"41.92669,-87.697668"
503,St. Louis Ave & Fullerton Ave,15,yes,41.924815597,-87.714495063,"41.92481559681187,-87.71449506282805"
504,Campbell Ave & Fullerton Ave,15,yes,41.924632472,-87.689307006,"41.92463247165,-87.6893070063"
505,Winchester Ave & Elston Ave,15,yes,41.92409085,-87.676460075,"41.92409085038,-87.6764600747"
506,Spaulding Ave & Armitage Ave,15,yes,41.917108035,-87.710220963,"41.917108034789315,-87.71022096276283"
507,Humboldt Blvd & Armitage Ave,19,yes,41.917513394,-87.701808955,"41.91751339399,-87.7018089555"
508,Central Park Ave & North Ave,15,yes,41.909656876,-87.716631952,"41.90965687563,-87.7166319516"
509,Troy St & North Ave,15,yes,41.909769302,-87.705280487,"41.90976930169,-87.7052804871"
510,Spaulding Ave & Division St,11,yes,41.902706594,-87.709219571,"41.90270659438,-87.709219571"
511,Albany Ave & Bloomingdale Ave,15,yes,41.914026713,-87.705126462,"41.91402671273,-87.705126462"
514,Ridge Blvd & Howard St,11,yes,42.019276,-87.68452,"42.019276,-87.68452"
515,Paulina St & Howard St,19,yes,42.019159,-87.673573,"42.019159,-87.673573"
517,Clark St & Jarvis Ave,11,yes,42.015963,-87.675005,"42.015963,-87.675005"
518,Conservatory Dr & Lake St,11,yes,41.885502,-87.716866,"41.885502,-87.716866"
519,Wolcott Ave & Fargo Ave,11,yes,42.016977,-87.677725,"42.016977,-87.677725"
520,Greenview Ave & Jarvis Ave,19,yes,42.015962,-87.66857,"42.015962,-87.66857"
522,Bosworth Ave & Howard St,11,yes,42.019537,-87.669563,"42.019537,-87.669563"
523,Eastlake Ter & Rogers Ave,15,yes,42.020887281,-87.665057927,"42.0208872805206,-87.66505792737007"
524,Austin Blvd & Chicago Ave,7,yes,41.894887,-87.774704,"41.894887,-87.774704"
525,Glenwood Ave & Touhy Ave,15,yes,42.012701,-87.666058,"42.012701,-87.666058"
526,Oakley Ave & Touhy Ave,11,yes,42.012342,-87.688243,"42.012342,-87.688243"
527,Western Ave & Howard St,15,yes,42.018901,-87.690048,"42.018901,-87.690048"
528,Pulaski Rd & Lake St,11,yes,41.885409,-87.726491,"41.885409,-87.726491"
529,Cicero Ave & Lake St,11,yes,41.886841,-87.745261,"41.886841,-87.745261"
530,Laramie Ave & Kinzie St,11,yes,41.887832,-87.755527,"41.887832,-87.755527"
531,Central Ave & Lake St,11,yes,41.887664,-87.765469,"41.887664,-87.765469"
532,Austin Blvd & Lake St,11,yes,41.887943794,-87.774273455,"41.88794379427211,-87.77427345514297"
533,Central Park Blvd & 5th Ave,11,yes,41.875679,-87.71547,"41.875679,-87.71547"
534,Karlov Ave & Madison St,11,yes,41.88085,-87.727907,"41.88085,-87.727907"
535,Pulaski Rd & Congress Pkwy,11,yes,41.87441021,-87.726091594,"41.87441021003816,-87.72609159350395"
536,Kostner Ave & Lake St,11,yes,41.885928,-87.73541,"41.885928,-87.73541"
537,Kenton Ave & Madison St,11,yes,41.880708,-87.741018,"41.880708,-87.741018"
538,Cicero Ave & Flournoy St,11,yes,41.872131,-87.746619,"41.872131,-87.746619"
539,Cicero Ave & Quincy St,11,yes,41.877613,-87.745405,"41.877613,-87.745405"
540,Laramie Ave & Madison St,11,yes,41.880207,-87.755337,"41.880207,-87.755337"
541,Central Ave & Harrison St,11,yes,41.872993,-87.764499,"41.872993,-87.764499"
542,Central Ave & Madison St,11,yes,41.880121,-87.763238,"41.880121,-87.763238"
543,Laramie Ave & Gladys Ave,11,yes,41.875806,-87.755285,"41.875806,-87.755285"
544,Austin Blvd & Madison St,11,yes,41.880281,-87.774453,"41.880281,-87.774453"
545,Kostner Ave & Adams St,11,yes,41.877917,-87.735737,"41.877917,-87.735737"
546,Damen Ave & Pershing Rd,11,yes,41.823192,-87.676597,"41.823192,-87.676597"
547,Ashland Ave & Pershing Rd,11,yes,41.823465,-87.665577,"41.823465,-87.665577"
548,Morgan St & Pershing Rd,7,yes,41.823613,-87.650931,"41.823613,-87.650931"
549,Marshfield Ave & 44th St,11,yes,41.813996,-87.666589,"41.813996,-87.666589"
550,Central Ave & Chicago Ave,11,yes,41.894958,-87.764902,"41.894958,-87.764902"
551,Hoyne Ave & 47th St,11,yes,41.808227,-87.67718,"41.808227,-87.67718"
552,Ashland Ave & McDowell Ave,11,yes,41.80887,-87.66454,"41.80887,-87.66454"
553,Elizabeth St & 47th St,11,yes,41.80839,-87.656526,"41.80839,-87.656526"
554,Damen Ave & 51st St,7,yes,41.800908,-87.674684,"41.800908,-87.674684"
555,Ashland Ave & 50th St,11,yes,41.803023,-87.664699,"41.803023,-87.664699"
556,Throop St & 52nd St,7,yes,41.799659,-87.657195,"41.799659,-87.657195"
557,Seeley Ave & Garfield Blvd,11,yes,41.794087,-87.675478,"41.794087,-87.675478"
558,Ashland Ave & Garfield Blvd,11,yes,41.792822,-87.664429,"41.792822,-87.664429"
559,Racine Ave & Garfield Blvd,11,yes,41.794228,-87.655073,"41.794228,-87.655073"
560,Marshfield Ave & 59th St,11,yes,41.786833,-87.666215,"41.786833,-87.666215"
561,Damen Ave & 59th St,11,yes,41.785861065,-87.67414391,"41.785861065132,-87.67414391040802"
562,Racine Ave & 61st St,11,yes,41.783189,-87.654372,"41.783189,-87.654372"
563,Ashland Ave & 63rd St,11,yes,41.779374,-87.664843,"41.779374,-87.664843"
564,Racine Ave & 65th St,11,yes,41.775393,-87.654308,"41.775393,-87.654308"
565,Ashland Ave & 66th St,7,yes,41.774074,-87.663815,"41.774074,-87.663815"
566,Damen Ave & 74th St,11,yes,41.759274039,-87.673634291,"41.759274039331224,-87.67363429069519"
567,May St & 69th St,11,yes,41.768938,-87.652934,"41.768938,-87.652934"
568,Vincennes Ave & 75th St,7,yes,41.75797,-87.63121,"41.75797,-87.63121"
569,Woodlawn Ave & 75th St,11,yes,41.75916,-87.595751,"41.75916,-87.595751"
570,Evans Ave & 75th St,7,yes,41.75849,-87.60641,"41.75849,-87.60641"
571,Vernon Ave & 75th St,11,yes,41.758361,-87.614138,"41.758361,-87.614138"
572,State St & 76th St,11,yes,41.756971,-87.624621,"41.756971,-87.624621"
573,State St & 79th St,11,yes,41.750794,-87.624424,"41.750794,-87.624424"
574,Vernon Ave & 79th St,11,yes,41.75094,-87.61379,"41.75094,-87.61379"
575,Cottage Grove Ave & 78th St,11,yes,41.753174,-87.605026,"41.753174,-87.605026"
576,Greenwood Ave & 79th St,11,yes,41.751294,-87.597552,"41.751294,-87.597552"
577,Stony Island Ave & South Chicago Ave,11,yes,41.751173,-87.585337,"41.751173,-87.585337"
578,Bennett Ave & 79th St,11,yes,41.751785,-87.578496,"41.751785,-87.578496"
579,Phillips Ave & 79th St,11,yes,41.75182,-87.565211,"41.75182,-87.565211"
580,Exchange Ave & 79th St,11,yes,41.751731,-87.552812,"41.751731,-87.552812"
581,Commercial Ave & 83rd St,11,yes,41.744615,-87.551208,"41.744615,-87.551208"
582,Phillips Ave & 83rd St,11,yes,41.744531,-87.56506,"41.744531,-87.56506"
583,Stony Island Ave & 82nd St,11,yes,41.746559,-87.586005,"41.746559,-87.586005"
584,Ellis Ave & 83rd St,11,yes,41.744123,-87.599034,"41.744123,-87.599034"
585,Cottage Grove Ave & 83rd St,11,yes,41.743441,-87.604836,"41.743441,-87.604836"
586,MLK Jr Dr & 83rd St,11,yes,41.743116,-87.6148,"41.743116,-87.6148"
587,Wabash Ave & 83rd St,11,yes,41.743316,-87.622849,"41.743316,-87.622849"
588,South Chicago Ave & 83rd St,11,yes,41.743921,-87.575225,"41.743921,-87.575225"
589,Milwaukee Ave & Cuyler Ave,11,yes,41.954468,-87.749594,"41.954468,-87.749594"
590,Kilbourn Ave & Irving Park Rd,11,yes,41.953733,-87.740569,"41.953733,-87.740569"
591,Kilbourn Ave & Milwaukee Ave,15,yes,41.947070894,-87.740008235,"41.94707089418471,-87.74000823497772"
592,Knox Ave & Montrose Ave,11,yes,41.960631,-87.745359,"41.960631,-87.745359"
593,Halsted St & 59th St,11,yes,41.787539,-87.644874,"41.787539,-87.644874"
594,Western Blvd & 48th Pl,11,yes,41.805661,-87.683392,"41.805661,-87.683392"
595,Wabash Ave & 87th St,11,yes,41.736646,-87.622634,"41.736646,-87.622634"
596,Benson Ave & Church St,15,No,42.048214,-87.683485,"42.048214,-87.683485"
597,Chicago Ave & Washington St,15,yes,42.032562,-87.679101,"42.032562,-87.679101"
598,Elmwood Ave & Austin St,15,yes,42.025784,-87.684107,"42.025784,-87.684107"
599,Valli Produce - Evanston Plaza,15,yes,42.039742,-87.699413,"42.039742,-87.699413"
600,Dodge Ave & Church St,15,yes,42.048308,-87.698224,"42.048308,-87.698224"
601,Central St Metra,15,yes,42.063598,-87.69873,"42.063598,-87.69873"
602,Central St & Girard Ave,15,yes,42.064313,-87.686152,"42.064313,-87.686152"
603,Chicago Ave & Sheridan Rd,15,yes,42.050491,-87.677821,"42.050491,-87.677821"
604,Sheridan Rd & Noyes St NU,15,yes,42.058239,-87.677432,"42.058239,-87.677432"
605,University Library NU,15,yes,42.052939,-87.673447,"42.052939,-87.673447"
619,Keystone Ave & Fullerton Ave,11,yes,41.92459,-87.72785,"41.92459,-87.72785"
620,Orleans St & Chestnut St NEXT Apts,15,yes,41.898203,-87.637536,"41.898203,-87.637536"
621,Aberdeen St & Randolph St,15,yes,41.884114,-87.654264,"41.884114,-87.654264"
622,California Ave & Cortez St,15,yes,41.900363,-87.696704,"41.900363,-87.696704"
623,Michigan Ave & 8th St,43,yes,41.872773,-87.623981,"41.872773,-87.623981"
624,Dearborn St & Van Buren St,15,yes,41.876268,-87.629155,"41.876268,-87.629155"
625,Dodge Ave & Main St,15,yes,42.034631852,-87.699187696,"42.03463185161588,-87.69918769598006"
626,Delano Ct & Roosevelt Rd,19,yes,41.867491,-87.63219,"41.867491,-87.63219"
627,LaSalle Dr & Huron St,19,yes,41.894877,-87.632326,"41.894877,-87.632326"
628,Walsh Park,23,yes,41.91461,-87.667968,"41.91461,-87.667968"
630,Kildare Ave & Montrose Ave,15,yes,41.96108,-87.73569,"41.96108,-87.73569"
631,Malcolm X College Vaccination Site,19,yes,41.877618,-87.673895,"41.877618,-87.673895"
632,Clark St & Newport St,15,yes,41.94454,-87.654678,"41.94454,-87.654678"
635,Fairbanks St & Superior St,11,yes,41.895748,-87.620104,"41.895748,-87.620104"
636,Orleans St & Hubbard St,11,yes,41.890028,-87.636618,"41.890028,-87.636618"
637,Wood St & Chicago Ave,15,yes,41.895634,-87.672069,"41.895634,-87.672069"
638,Clinton St & Jackson Blvd,31,yes,41.878316612,-87.640981078,"41.878316611830684,-87.64098107814789"
639,Lakefront Trail & Wilson Ave,15,yes,41.965845,-87.645361,"41.965845,-87.645361"
640,Bernard St & Elston Ave,11,yes,41.949923,-87.713949,"41.949923,-87.713949"
641,Central Park Ave & Bloomingdale Ave,11,yes,41.914166,-87.716755,"41.914166,-87.716755"
642,Latrobe Ave & Chicago Ave,7,yes,41.894745,-87.756895,"41.894745,-87.756895"
643,Smith Park,15,yes,41.892048,-87.689397,"41.892048,-87.689397"
644,Western Ave & Fillmore St,11,yes,41.868563,-87.686234,"41.868563,-87.686234"
645,Archer Damen Ave & 37th St,11,yes,41.826712,-87.683144,"41.826712,-87.683144"
646,State St & 54th St,11,yes,41.796642,-87.625923,"41.796642,-87.625923"
647,Elizabeth St & 59th St,7,yes,41.78969688,-87.654697895,"41.789696880483376,-87.65469789505005"
